No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,season,aqi_category
126,2013,3,6,5,137.0,144.0,67.0,85.0,1700.0,61.0,3.9,1010.4,-5.9,0.0,NNE,1.8,Shunyi,Spring,Unhealthy for Sensitive Groups
127,2013,3,6,6,129.0,140.0,73.0,82.0,1800.0,61.0,4.0,1010.9,-5.8,0.0,N,2.0,Shunyi,Spring,Unhealthy for Sensitive Groups
128,2013,3,6,7,128.0,136.0,86.0,82.0,1600.0,61.0,4.5,1011.6,-5.9,0.0,NNE,1.9,Shunyi,Spring,Unhealthy for Sensitive Groups
129,2013,3,6,8,120.0,132.0,84.0,72.0,1600.0,61.0,5.3,1011.6,-5.7,0.0,N,2.1,Shunyi,Spring,Unhealthy for Sensitive Groups
130,2013,3,6,9,136.0,138.0,94.0,80.0,1800.0,61.0,6.4,1011.6,-5.6,0.0,N,2.2,Shunyi,Spring,Unhealthy for Sensitive Groups
131,2013,3,6,10,143.0,156.0,97.0,79.0,2100.0,61.0,8.4,1011.4,-5.5,0.0,NNW,1.7,Shunyi,Spring,Unhealthy for Sensitive Groups
132,2013,3,6,11,164.0,174.0,87.108,75.7557,2400.0,61.0,9.1,1010.5,-5.6,0.0,N,2.1,Shunyi,Spring,Unhealthy
133,2013,3,6,12,160.0,174.0,103.0,87.0,2700.0,61.0,9.7,1009.3,-5.4,0.0,N,1.7,Shunyi,Spring,Unhealthy
134,2013,3,6,13,168.0,186.0,89.0,77.0,1899.0,61.0,10.8,1008.4,-4.9,0.0,NNW,0.9,Shunyi,Spring,Unhealthy
135,2013,3,6,14,160.0,173.0,84.0,74.0,1800.0,49.0,12.2,1008.0,-4.9,0.0,WSW,1.2,Shunyi,Spring,Unhealthy
136,2013,3,6,15,161.0,176.0,99.0,86.0,1899.0,49.0,13.1,1008.0,-4.6,0.0,NE,1.2,Shunyi,Spring,Unhealthy
137,2013,3,6,16,165.0,191.0,113.0,111.0,2200.0,49.0,12.8,1007.9,-4.8,0.0,NNE,0.2,Shunyi,Spring,Unhealthy
138,2013,3,6,17,188.0,218.0,125.0,112.0,2200.0,36.0,10.2,1008.4,-3.5,0.0,SE,0.6,Shunyi,Spring,Unhealthy
139,2013,3,6,18,201.0,217.0,113.0,113.0,2600.0,26.0,8.1,1009.2,-3.4,0.0,ESE,0.0,Shunyi,Spring,Very Unhealthy
140,2013,3,6,19,186.0,217.0,102.0,120.0,2399.0,26.0,5.5,1009.9,-3.3,0.0,NNW,0.1,Shunyi,Spring,Unhealthy
141,2013,3,6,20,194.0,233.0,86.0,111.0,2899.0,26.0,4.4,1010.3,-3.6,0.0,W,0.8,Shunyi,Spring,Unhealthy
142,2013,3,6,21,203.0,241.0,83.0,116.0,2899.0,26.0,3.4,1010.0,-3.0,0.0,W,0.1,Shunyi,Spring,Very Unhealthy
143,2013,3,6,22,217.0,245.0,83.0,118.0,3500.0,26.0,3.7,1010.0,-3.1,0.0,NE,0.5,Shunyi,Spring,Very Unhealthy
144,2013,3,6,23,248.0,277.0,74.0,114.0,4500.0,26.0,2.5,1009.9,-2.6,0.0,NE,0.9,Shunyi,Spring,Very Unhealthy
145,2013,3,7,0,299.0,312.0,76.0,117.0,4500.0,26.0,1.2,1009.8,-3.3,0.0,NE,0.0,Shunyi,Spring,Very Unhealthy
146,2013,3,7,1,312.0,320.0,71.0,113.0,4500.0,26.0,1.7,1009.7,-3.6,0.0,NNE,0.9,Shunyi,Spring,Hazardous
147,2013,3,7,2,275.0,308.0,71.0,105.0,4500.0,26.0,1.1,1009.2,-3.4,0.0,N,0.0,Shunyi,Spring,Very Unhealthy
148,2013,3,7,3,278.0,305.0,55.0,99.0,4400.0,26.0,0.1,1009.0,-3.3,0.0,NNE,1.9,Shunyi,Spring,Very Unhealthy
149,2013,3,7,4,255.0,290.0,43.0,91.0,3500.0,26.0,0.2,1009.2,-3.4,0.0,NE,0.5,Shunyi,Spring,Very Unhealthy
150,2013,3,7,5,192.0,240.0,39.0,91.0,2500.0,26.0,-0.4,1009.3,-3.8,0.0,NNW,0.9,Shunyi,Spring,Unhealthy
151,2013,3,7,6,169.0,189.0,42.0,88.0,2500.0,26.0,0.9,1009.1,-3.6,0.0,NNE,0.7,Shunyi,Spring,Unhealthy
152,2013,3,7,7,151.0,176.0,37.0,74.0,2200.0,26.0,3.1,1009.2,-2.6,0.0,NE,1.7,Shunyi,Spring,Unhealthy
153,2013,3,7,8,126.0,149.0,44.0,63.0,2200.0,26.0,6.5,1009.4,-2.2,0.0,SSW,1.1,Shunyi,Spring,Unhealthy for Sensitive Groups
154,2013,3,7,9,126.0,140.0,98.0,65.0,2100.0,26.0,8.4,1009.0,-2.0,0.0,SE,1.4,Shunyi,Spring,Unhealthy for Sensitive Groups
155,2013,3,7,10,157.0,165.0,131.0,104.0,2799.0,26.0,10.5,1008.0,-1.9,0.0,NNE,1.0,Shunyi,Spring,Unhealthy
156,2013,3,7,11,220.0,227.0,133.0,129.0,3100.0,26.0,14.4,1006.2,-3.0,0.0,SE,2.4,Shunyi,Spring,Very Unhealthy
157,2013,3,7,12,263.0,264.0,134.0,138.0,3200.0,26.0,15.8,1003.9,-2.7,0.0,SSE,3.0,Shunyi,Spring,Very Unhealthy
158,2013,3,7,13,272.0,280.0,121.0,156.0,3399.0,41.0,17.3,1002.7,-1.9,0.0,S,2.6,Shunyi,Spring,Very Unhealthy
159,2013,3,7,14,330.0,335.0,123.0,154.0,3500.0,67.0,17.7,1001.3,-2.1,0.0,SSW,1.5,Shunyi,Spring,Hazardous
160,2013,3,7,15,366.0,371.0,112.0,121.0,3100.0,85.0,18.1,1000.3,-2.3,0.0,SSW,1.4,Shunyi,Spring,Hazardous
161,2013,3,7,16,259.0,290.0,87.0,110.0,2600.0,91.0,17.4,999.8,-0.8,0.0,ESE,1.1,Shunyi,Spring,Very Unhealthy
162,2013,3,7,17,249.0,262.0,93.0,115.0,3100.0,98.0,15.2,999.4,-0.2,0.0,E,1.2,Shunyi,Spring,Very Unhealthy
163,2013,3,7,18,318.0,328.0,111.0,143.0,4000.0,98.0,13.0,1000.0,0.0,0.0,NNE,1.5,Shunyi,Spring,Hazardous
164,2013,3,7,19,404.0,435.0,107.0,183.0,4900.0,43.0,11.2,1000.0,0.6,0.0,NNE,0.4,Shunyi,Spring,Hazardous
165,2013,3,7,20,484.0,497.0,110.0,154.0,4599.0,98.0,9.2,1000.2,0.4,0.0,WSW,0.4,Shunyi,Spring,Hazardous
166,2013,3,7,21,446.0,486.0,107.0,139.0,4500.0,98.0,6.9,1000.5,0.1,0.0,NW,0.0,Shunyi,Spring,Hazardous
167,2013,3,7,22,425.0,445.0,91.0,159.0,4700.0,98.0,6.4,1000.7,-0.4,0.0,NNW,0.9,Shunyi,Spring,Hazardous
168,2013,3,7,23,416.0,425.0,95.0,172.0,4200.0,98.0,5.2,1000.7,-0.6,0.0,NNE,1.0,Shunyi,Spring,Hazardous
169,2013,3,8,0,344.0,385.0,96.0,168.0,4099.0,98.0,5.3,1000.6,-1.4,0.0,N,1.3,Shunyi,Spring,Hazardous
170,2013,3,8,1,386.0,340.0,98.0,111.0,3700.0,98.0,4.5,1000.7,-1.7,0.0,NW,1.1,Shunyi,Spring,Hazardous
171,2013,3,8,2,326.0,352.0,81.0,86.0,3200.0,98.0,3.7,1000.6,-1.7,0.0,NE,1.6,Shunyi,Spring,Hazardous
172,2013,3,8,3,301.0,312.0,76.0,102.0,3299.0,98.0,4.0,1000.3,-2.2,0.0,NNW,1.6,Shunyi,Spring,Hazardous
173,2013,3,8,4,335.0,278.0,78.0,107.0,3100.0,98.0,3.2,1001.0,-2.8,0.0,SW,0.5,Shunyi,Spring,Hazardous
174,2013,3,8,5,232.0,249.0,61.0,110.0,3100.0,98.0,1.9,1001.6,-2.8,0.0,S,0.5,Shunyi,Spring,Very Unhealthy
175,2013,3,8,6,265.0,222.0,40.0,103.0,3100.0,98.0,2.3,1002.3,-2.4,0.0,W,0.7,Shunyi,Spring,Very Unhealthy
176,2013,3,8,7,263.0,221.0,38.0,96.0,3100.0,98.0,6.8,1002.9,-2.1,0.0,NNE,2.0,Shunyi,Spring,Very Unhealthy
177,2013,3,8,8,216.0,223.0,66.0,88.0,3399.0,98.0,10.0,1003.5,-2.0,0.0,NE,2.0,Shunyi,Spring,Very Unhealthy
178,2013,3,8,9,207.0,226.0,96.0,78.0,2700.0,98.0,14.5,1003.4,-2.0,0.0,SE,1.2,Shunyi,Spring,Very Unhealthy
